ID,model,scale,AIC,AICw,rank
S16050_2016_win,road,1830,1383.553148,0.1639,3
S16050_2016_win,road,1650,1384.498626,0.1021,4
S16050_2016_win,road,1890,1386.715217,0.0337,5
S16050_2016_sum,road,1410,1186.225205,0.1924,1
S16050_2016_sum,road,1470,1186.418163,0.1747,2
S16050_2016_sum,road,1350,1186.484915,0.1689,3
S16050_2016_sum,road,1290,1187.135014,0.1221,4
S16050_2016_sum,road,1530,1187.179617,0.1194,5
S16050_2017_win,road,90,1296.010083,0.2086,1
S16050_2017_win,road,150,1296.045058,0.205,2
S16050_2017_win,road,210,1296.282574,0.182,3
S16050_2017_win,road,30,1296.307681,0.1797,4
S16050_2017_win,road,270,1297.109203,0.1204,5
S16050_2017_sum,road,1050,1390.211275,0.2788,1
S16050_2017_sum,road,1110,1390.427385,0.2502,2
S16050_2017_sum,road,990,1391.60602,0.1388,3
S16050_2017_sum,road,1170,1391.725785,0.1307,4
S16050_2017_sum,road,30,1392.082139,0.1094,5
S16050_2018_win,road,90,790.1826984,0.5986,1
S16050_2018_win,road,150,791.9667903,0.2453,2
S16050_2018_win,road,210,794.0547663,0.0864,3
S16050_2018_win,road,270,796.6690746,0.0234,4
S16050_2018_win,road,30,798.358515,0.01,5
S16050_2018_sum,road,690,1454.919502,0.2849,1
S16050_2018_sum,road,630,1455.183363,0.2497,2
S16050_2018_sum,road,750,1455.828919,0.1808,3
S16050_2018_sum,road,570,1456.572473,0.1247,4
S16050_2018_sum,road,810,1457.624927,0.0737,5
S16051_2016_sum,road,1710,1434.414667,0.3466,1
S16051_2016_sum,road,1770,1434.693603,0.3015,2
S16051_2016_sum,road,1650,1436.05293,0.1528,3
S16051_2016_sum,road,1830,1436.452199,0.1251,4
S16051_2016_sum,road,1890,1439.084363,0.0336,5
S16053_2016_win,road,3330,570.7010476,0.1619,1
S16053_2016_win,road,3270,570.7823031,0.1555,2
S16053_2016_win,road,3390,570.9781509,0.141,3
S16053_2016_win,road,3210,571.1671138,0.1283,4
S16053_2016_win,road,3450,571.5863243,0.104,5
S16053_2016_sum,road,3870,1328.993567,0.9893,1
S16053_2016_sum,road,3810,1338.055917,0.0107,2
S16053_2016_sum,road,3750,1348.032559,1.00E-04,3
S16053_2016_sum,road,3690,1357.868437,0,4
S16053_2016_sum,road,3630,1367.192549,0,5
S16054_2016_win,road,570,1194.725669,0.7192,1
S16054_2016_win,road,630,1197.646004,0.167,2
S16054_2016_win,road,510,1198.509448,0.1084,3
S16054_2016_win,road,690,1205.534659,0.0032,4
S16054_2016_win,road,450,1206.41653,0.0021,5
S16054_2016_sum,road,1050,1130.888913,0.4742,1
S16054_2016_sum,road,1110,1132.060985,0.2639,2
S16054_2016_sum,road,990,1132.712602,0.1905,3
S16054_2016_sum,road,1170,1135.960538,0.0376,4
S16054_2016_sum,road,930,1136.50462,0.0286,5
S16056_2016_win,road,30,211.8060113,0.4369,1
S16056_2016_win,road,90,214.6320914,0.1063,2
S16056_2016_win,road,150,215.6980472,0.0624,3
S16056_2016_win,road,210,217.6188908,0.0239,4
S16056_2016_win,road,930,217.7990692,0.0218,5
S16056_2016_sum,road,3870,1478.796134,0.0894,1
S16056_2016_sum,road,3810,1479.562026,0.061,2
S16056_2016_sum,road,3750,1480.179786,0.0448,3
S16056_2016_sum,road,30,1480.215127,0.044,4
S16056_2016_sum,road,3690,1480.668755,0.0351,5
S16058_2016_sum,road,1470,1455.739423,0.2477,1
S16058_2016_sum,road,1410,1455.992505,0.2183,2
S16058_2016_sum,road,1530,1456.276357,0.1894,3
S16058_2016_sum,road,1350,1456.993857,0.1323,4
S16058_2016_sum,road,1590,1457.737786,0.0912,5
S16059_2016_win,road,990,566.7180902,0.0746,1
S16059_2016_win,road,1050,566.7498754,0.0734,2
S16059_2016_win,road,930,566.7624771,0.0729,3
S16059_2016_win,road,1110,566.8048444,0.0714,4
S16059_2016_win,road,1170,566.8843594,0.0686,5
S16059_2016_sum,road,1290,1346.035407,0.381,1
S16059_2016_sum,road,1230,1346.39505,0.3183,2
S16059_2016_sum,road,1350,1347.849206,0.1538,3
S16059_2016_sum,road,1170,1348.82418,0.0945,4
S16059_2016_sum,road,1410,1351.07661,0.0306,5
S16061_2016_win,road,390,657.2345341,0.2367,1
S16061_2016_win,road,330,657.2705166,0.2325,2
S16061_2016_win,road,450,657.9202099,0.168,3
S16061_2016_win,road,270,658.0624494,0.1565,4
S16061_2016_win,road,510,659.1811177,0.0894,5
S16061_2016_sum,road,1110,704.2251835,0.1389,1
S16061_2016_sum,road,1170,704.3140343,0.1328,2
S16061_2016_sum,road,1050,704.3833761,0.1283,3
S16061_2016_sum,road,1230,704.6864058,0.1103,4
S16061_2016_sum,road,990,704.7912009,0.1046,5
S16061_2017_win,road,3150,1300.259269,0.193,1
S16061_2017_win,road,3090,1300.300791,0.189,2
S16061_2017_win,road,3210,1300.725331,0.1529,3
S16061_2017_win,road,3030,1300.78258,0.1485,4
S16061_2017_win,road,2970,1301.719159,0.093,5
S16061_2017_sum,road,3390,1331.65677,0.2512,1
S16061_2017_sum,road,3450,1331.889071,0.2236,2
S16061_2017_sum,road,3330,1332.134874,0.1978,3
S16061_2017_sum,road,3510,1333.186558,0.1169,4
S16061_2017_sum,road,3270,1333.333877,0.1086,5
S16061_2018_win,road,30,1310.543954,0.3308,1
S16061_2018_win,road,90,1310.957487,0.269,2
S16061_2018_win,road,150,1312.608703,0.1178,3
S16061_2018_win,road,210,1313.398647,0.0794,4
S16061_2018_win,road,270,1314.100968,0.0559,5
S16061_2018_sum,road,90,1283.005347,0.0565,1
S16061_2018_sum,road,150,1283.475789,0.0446,2
S16061_2018_sum,road,210,1284.141992,0.032,3
S16061_2018_sum,road,1050,1284.235327,0.0305,4
S16061_2018_sum,road,990,1284.29933,0.0296,5
S16064_2016_win,road,90,537.5288293,0.4156,1
S16064_2016_win,road,150,537.9988731,0.3285,2
S16064_2016_win,road,210,539.3971467,0.1633,3
S16064_2016_win,road,270,541.3222692,0.0624,4
S16064_2016_win,road,330,543.5273524,0.0207,5
S16064_2016_sum,road,630,1358.460044,0.1602,1
S16064_2016_sum,road,570,1358.499888,0.157,2
S16064_2016_sum,road,690,1358.73744,0.1394,3
S16064_2016_sum,road,510,1358.864716,0.1308,4
S16064_2016_sum,road,750,1359.36641,0.1018,5
S16064_2017_win,road,1470,1296.428397,0.2111,1
S16064_2017_win,road,1530,1296.686989,0.1855,2
S16064_2017_win,road,1410,1296.74126,0.1806,3
S16064_2017_win,road,1350,1297.518212,0.1224,4
S16064_2017_win,road,1590,1297.615517,0.1166,5
S16065_2016_win,road,450,663.4456085,0.3257,1
S16065_2016_win,road,390,663.72987,0.2825,2
S16065_2016_win,road,510,664.7593944,0.1689,3
S16065_2016_win,road,330,665.9865494,0.0914,4
S16065_2016_win,road,570,666.9801291,0.0556,5
S16065_2016_sum,road,2430,1300.97155,0.4557,1
S16065_2016_sum,road,2490,1301.591323,0.3343,2
S16065_2016_sum,road,2370,1303.432281,0.1331,3
S16065_2016_sum,road,2550,1304.836101,0.066,4
S16065_2016_sum,road,2310,1309.479166,0.0065,5
S16066_2016_win,road,1650,1071.465149,0.1978,1
S16066_2016_win,road,1710,1071.582318,0.1865,2
S16066_2016_win,road,1590,1071.847762,0.1633,3
S16066_2016_win,road,1770,1072.400195,0.1239,4
S16066_2016_win,road,1530,1072.572035,0.1137,5
S16067_2016_win,road,2910,1031.56124,0.113,1
S16067_2016_win,road,2850,1031.618883,0.1098,2
S16067_2016_win,road,2970,1031.82366,0.0991,3
S16067_2016_win,road,2790,1032.022755,0.0897,4
S16067_2016_win,road,3030,1032.336277,0.0767,5
S16067_2016_sum,road,30,977.1664064,0.2507,1
S16067_2016_sum,road,1110,978.6575333,0.1189,2
S16067_2016_sum,road,1050,978.8338679,0.1089,3
S16067_2016_sum,road,1170,978.8789654,0.1065,4
S16067_2016_sum,road,990,979.3492395,0.0842,5
S16067_2017_win,road,2970,960.1851317,0.0349,1
S16067_2017_win,road,3030,960.2362964,0.034,2
S16067_2017_win,road,2910,960.2407084,0.0339,3
S16067_2017_win,road,210,960.323628,0.0325,4
S16067_2017_win,road,3090,960.3945776,0.0314,5
S16068_2016_win,road,3210,823.3736843,0.1249,1
S16068_2016_win,road,3150,823.4457043,0.1205,2
S16068_2016_win,road,3270,823.5564075,0.114,3
S16068_2016_win,road,3090,823.6767634,0.1073,4
S16068_2016_win,road,3030,823.9861707,0.092,5
S16068_2016_sum,road,30,737.0534403,0.1652,1
S16068_2016_sum,road,90,737.8594936,0.1104,2
S16068_2016_sum,road,150,738.6063009,0.076,3
S16068_2016_sum,road,750,738.9850809,0.0629,4
S16068_2016_sum,road,810,739.0108703,0.0621,5
S16068_2017_win,road,3870,660.8614835,0.9666,1
S16068_2017_win,road,3810,667.6625014,0.0322,2
S16068_2017_win,road,3750,674.4220135,0.0011,3
S16068_2017_win,road,3690,680.3814986,1.00E-04,4
S16068_2017_win,road,3630,685.3355967,0,5
S16068_2017_sum,road,30,635.8003849,0.4493,1
S16068_2017_sum,road,90,637.2019727,0.2229,2
S16068_2017_sum,road,150,638.3315417,0.1267,3
S16068_2017_sum,road,210,639.5488907,0.069,4
S16068_2017_sum,road,270,640.7776893,0.0373,5
S16071_2016_win,road,150,587.0343533,0.2038,1
S16071_2016_win,road,90,587.2068079,0.187,2
S16071_2016_win,road,210,587.2798864,0.1803,3
S16071_2016_win,road,30,587.5329895,0.1588,4
S16071_2016_win,road,270,587.9503164,0.1289,5
S16071_2016_sum,road,750,502.3922295,0.0969,1
S16071_2016_sum,road,810,502.5054293,0.0916,2
S16071_2016_sum,road,690,502.760113,0.0806,3
S16071_2016_sum,road,870,503.0366696,0.0702,4
S16071_2016_sum,road,630,503.5251761,0.055,5
S16071_2017_win,road,3150,379.1167854,0.1552,1
S16071_2017_win,road,3210,379.2247974,0.1471,2
S16071_2017_win,road,3090,379.4430834,0.1319,3
S16071_2017_win,road,3270,379.6774698,0.1173,4
S16071_2017_win,road,3030,380.2133539,0.0897,5
S16071_2017_sum,road,2310,369.3621843,0.4595,1
S16071_2017_sum,road,2250,369.7417599,0.3801,2
S16071_2017_sum,road,2370,372.9034492,0.0782,3
S16071_2017_sum,road,2190,375.7692801,0.0187,4
S16071_2017_sum,road,3690,376.6062455,0.0123,5
S16071_2018_win,road,870,1199.364768,0.1827,1
S16071_2018_win,road,930,1199.511399,0.1698,2
S16071_2018_win,road,810,1199.919854,0.1384,3
S16071_2018_win,road,990,1200.254147,0.1171,4
S16071_2018_win,road,750,1200.599883,0.0985,5
S16072_2016_win,road,3330,1121.620251,0.3937,1
S16072_2016_win,road,3270,1121.985759,0.3279,2
S16072_2016_win,road,3390,1123.350036,0.1658,3
S16072_2016_win,road,3210,1125.268576,0.0635,4
S16072_2016_win,road,3450,1126.229773,0.0393,5
S16072_2016_sum,road,3870,1222.162877,0.1145,1
S16072_2016_sum,road,3810,1223.90677,0.0479,2
S16072_2016_sum,road,1590,1224.053443,0.0445,3
S16072_2016_sum,road,1530,1224.095676,0.0436,4
S16072_2016_sum,road,1650,1224.102865,0.0434,5
S16073_2016_win,road,3330,272.7369104,0.3005,1
S16073_2016_win,road,3390,273.0193183,0.2609,2
S16073_2016_win,road,3270,274.0512028,0.1557,3
S16073_2016_win,road,3450,274.3083172,0.1369,4
S16073_2016_win,road,3510,276.068992,0.0568,5
S16073_2016_sum,road,3150,259.5721842,0.1438,1
S16073_2016_sum,road,3090,259.7203494,0.1336,2
S16073_2016_sum,road,3210,259.8409043,0.1258,3
S16073_2016_sum,road,3030,260.3351263,0.0982,4
S16073_2016_sum,road,3270,260.4821994,0.0913,5
S16077_2016_win,road,3630,94.76098249,0.0596,1
S16077_2016_win,road,3570,94.78840687,0.0588,2
S16077_2016_win,road,3690,94.90400365,0.0555,3
S16077_2016_win,road,3510,95.02691659,0.0522,4
S16077_2016_win,road,3750,95.16974417,0.0486,5
S16077_2016_sum,road,150,240.9087797,0.2759,1
S16077_2016_sum,road,90,241.047581,0.2574,2
S16077_2016_sum,road,210,241.8138045,0.1755,3
S16077_2016_sum,road,270,242.3931293,0.1313,4
S16077_2016_sum,road,330,243.4832685,0.0762,5
S16078_2016_win,road,1890,1059.126444,0.4135,1
S16078_2016_win,road,1950,1059.348178,0.3701,2
S16078_2016_win,road,1830,1061.278579,0.141,3
S16078_2016_win,road,2010,1063.390618,0.049,4
S16078_2016_win,road,1770,1064.881724,0.0233,5
S16078_2016_sum,road,1470,1479.666665,0.3307,1
S16078_2016_sum,road,1530,1480.056634,0.2721,2
S16078_2016_sum,road,1410,1480.705233,0.1967,3
S16078_2016_sum,road,1590,1481.895795,0.1085,4
S16078_2016_sum,road,1350,1483.192973,0.0567,5
S16078_2017_win,road,2670,1423.617609,0.3582,1
S16078_2017_win,road,2610,1423.648207,0.3527,2
S16078_2017_win,road,2550,1425.615015,0.1319,3
S16078_2017_win,road,2730,1425.744051,0.1237,4
S16078_2017_win,road,2490,1429.362131,0.0203,5
S16078_2017_sum,road,2550,1177.584321,0.3142,1
S16078_2017_sum,road,2610,1178.054418,0.2484,2
S16078_2017_sum,road,2490,1178.387731,0.2103,3
S16078_2017_sum,road,2670,1179.76072,0.1058,4
S16078_2017_sum,road,2430,1180.503608,0.073,5
S16080_2016_win,road,1650,1110.304844,0.4978,1
S16080_2016_win,road,1590,1111.621305,0.2578,2
S16080_2016_win,road,1710,1112.163139,0.1966,3
S16080_2016_win,road,1530,1116.077068,0.0278,4
S16080_2016_win,road,1770,1116.868817,0.0187,5
S16080_2016_sum,road,1410,1229.309383,0.3195,1
S16080_2016_sum,road,1470,1229.482092,0.2931,2
S16080_2016_sum,road,1350,1230.509382,0.1754,3
S16080_2016_sum,road,1530,1231.366555,0.1142,4
S16080_2016_sum,road,1290,1232.569071,0.0626,5
S16080_2017_win,road,2430,1230.350537,0.0495,1
S16080_2017_win,road,2490,1230.402188,0.0482,2
S16080_2017_win,road,930,1230.450175,0.0471,3
S16080_2017_win,road,870,1230.506776,0.0457,4
S16080_2017_win,road,2370,1230.61114,0.0434,5
S16080_2017_sum,road,2250,1388.374295,0.4856,1
S16080_2017_sum,road,2310,1388.938512,0.3663,2
S16080_2017_sum,road,2190,1391.783185,0.0883,3
S16080_2017_sum,road,2370,1392.695875,0.056,4
S16080_2017_sum,road,2430,1399.103986,0.0023,5
S16081_2016_win,road,3870,1154.339422,0.9118,1
S16081_2016_win,road,3810,1159.134708,0.0829,2
S16081_2016_win,road,3750,1164.752059,0.005,3
S16081_2016_win,road,3690,1170.32887,3.00E-04,4
S16081_2016_win,road,3630,1175.437635,0,5
S16081_2016_sum,road,3870,1440.88425,0.9991,1
S16081_2016_sum,road,3810,1455.017744,9.00E-04,2
S16081_2016_sum,road,3750,1466.783614,0,3
S16081_2016_sum,road,3690,1476.203521,0,4
S16081_2016_sum,road,3630,1483.517353,0,5
S16081_2017_win,road,2850,1469.960095,0.1123,1
S16081_2017_win,road,2790,1470.072677,0.1062,2
S16081_2017_win,road,2910,1470.093279,0.1051,3
S16081_2017_win,road,2970,1470.355776,0.0921,4
S16081_2017_win,road,3030,1470.647965,0.0796,5
S16081_2017_sum,road,1050,1117.758887,0.1098,1
S16081_2017_sum,road,990,1117.817782,0.1066,2
S16081_2017_sum,road,1110,1117.900892,0.1022,3
S16081_2017_sum,road,930,1118.100049,0.0925,4
S16081_2017_sum,road,1170,1118.272789,0.0849,5
S16081_2018_win,road,2850,1078.320951,0.2489,1
S16081_2018_win,road,2790,1078.460783,0.2321,2
S16081_2018_win,road,2910,1079.117955,0.1671,3
S16081_2018_win,road,2730,1079.350228,0.1488,4
S16081_2018_win,road,2670,1080.790422,0.0724,5
S16083_2016_win,road,270,1160.662866,0.6469,1
S16083_2016_win,road,210,1162.970872,0.204,2
S16083_2016_win,road,330,1163.749164,0.1382,3
S16083_2016_win,road,390,1168.969308,0.0102,4
S16083_2016_win,road,450,1175.709587,3.00E-04,5
S16083_2016_sum,road,2670,1108.611645,0.2211,1
S16083_2016_sum,road,2610,1108.653261,0.2166,2
S16083_2016_sum,road,2730,1109.259651,0.1599,3
S16083_2016_sum,road,2550,1109.309435,0.156,4
S16083_2016_sum,road,2790,1110.504742,0.0858,5
S16084_2016_win,road,630,1036.53495,0.333,1
S16084_2016_win,road,570,1037.211659,0.2374,2
S16084_2016_win,road,690,1037.227079,0.2356,3
S16084_2016_win,road,750,1038.976247,0.0982,4
S16084_2016_win,road,510,1040.174959,0.0539,5
S16084_2016_sum,road,2070,1158.112526,0.4102,1
S16084_2016_sum,road,2010,1158.420963,0.3516,2
S16084_2016_sum,road,1950,1160.763568,0.109,3
S16084_2016_sum,road,2130,1160.868159,0.1034,4
S16084_2016_sum,road,1890,1164.263484,0.0189,5
S16084_2017_win,road,1950,1524.090744,0.1399,1
S16084_2017_win,road,3690,1524.140388,0.1365,2
S16084_2017_win,road,2010,1524.217361,0.1314,3
S16084_2017_win,road,3750,1524.359909,0.1223,4
S16084_2017_win,road,3630,1524.581177,0.1095,5
S16084_2017_sum,road,570,1208.886099,0.3253,1
S16084_2017_sum,road,510,1209.620136,0.2253,2
S16084_2017_sum,road,630,1209.800517,0.2059,3
S16084_2017_sum,road,450,1211.278149,0.0984,4
S16084_2017_sum,road,690,1212.616746,0.0504,5
S16084_2018_win,road,1890,208.1149138,0.1696,1
S16084_2018_win,road,1830,208.234828,0.1597,2
S16084_2018_win,road,1950,208.5341287,0.1375,3
S16084_2018_win,road,1770,208.6364779,0.1307,4
S16084_2018_win,road,1710,209.2131826,0.0979,5
S16085_2016_win,road,1050,1121.376064,0.1171,1
S16085_2016_win,road,1110,1121.377195,0.117,2
S16085_2016_win,road,990,1121.578029,0.1059,3
S16085_2016_win,road,1170,1121.582598,0.1056,4
S16085_2016_win,road,930,1121.96441,0.0873,5
S16085_2016_sum,road,1530,1175.888905,0.1468,1
S16085_2016_sum,road,1590,1175.903434,0.1458,2
S16085_2016_sum,road,1470,1176.162225,0.1281,3
S16085_2016_sum,road,1650,1176.276024,0.121,4
S16085_2016_sum,road,1410,1176.652856,0.1002,5
S16086_2016_win,road,3030,1435.923764,0.1495,1
S16086_2016_win,road,2970,1436.003703,0.1436,2
S16086_2016_win,road,3090,1436.128664,0.1349,3
S16086_2016_win,road,2910,1436.404473,0.1175,4
S16086_2016_win,road,3150,1436.579671,0.1077,5
S16086_2016_sum,road,990,1413.182929,0.0907,1
S16086_2016_sum,road,1050,1413.230627,0.0886,2
S16086_2016_sum,road,930,1413.257772,0.0874,3
S16086_2016_sum,road,1110,1413.313385,0.085,4
S16086_2016_sum,road,1170,1413.430789,0.0801,5
S16086_2017_win,road,3150,1434.053595,0.0748,1
S16086_2017_win,road,3210,1434.054864,0.0748,2
S16086_2017_win,road,3270,1434.077643,0.074,3
S16086_2017_win,road,3090,1434.108727,0.0728,4
S16086_2017_win,road,3330,1434.130484,0.072,5
S16086_2017_sum,road,810,1483.628834,0.2199,1
S16086_2017_sum,road,870,1483.910886,0.191,2
S16086_2017_sum,road,750,1484.064178,0.1769,3
S16086_2017_sum,road,930,1484.78288,0.1235,4
S16086_2017_sum,road,690,1485.20414,0.1,5
S16086_2018_sum,road,2910,1326.759372,0.3563,1
S16086_2018_sum,road,2970,1327.337687,0.2668,2
S16086_2018_sum,road,2850,1327.899064,0.2015,3
S16086_2018_sum,road,3030,1329.267944,0.1016,4
S16086_2018_sum,road,2790,1330.953862,0.0437,5
S16087_2016_win,road,810,1486.086214,0.1478,1
S16087_2016_win,road,870,1486.234557,0.1372,2
S16087_2016_win,road,750,1486.245258,0.1365,3
S16087_2016_win,road,690,1486.729683,0.1072,4
S16087_2016_win,road,930,1486.731401,0.1071,5
S16087_2016_sum,road,3750,1476.527573,0.4127,1
S16087_2016_sum,road,3690,1477.11998,0.3069,2
S16087_2016_sum,road,3810,1478.550768,0.1501,3
S16087_2016_sum,road,3630,1479.399053,0.0982,4
S16087_2016_sum,road,3570,1482.634133,0.0195,5
S16087_2017_win,road,2310,1517.85026,0.0962,1
S16087_2017_win,road,2370,1517.920981,0.0929,2
S16087_2017_win,road,2250,1518.246131,0.079,3
S16087_2017_win,road,2430,1518.338548,0.0754,4
S16087_2017_win,road,3090,1518.696558,0.063,5
S16087_2018_win,road,210,1188.457453,0.2531,1
S16087_2018_win,road,270,1188.65408,0.2294,2
S16087_2018_win,road,150,1188.98677,0.1942,3
S16087_2018_win,road,330,1189.494461,0.1507,4
S16087_2018_win,road,90,1190.414879,0.0951,5
S16091_2016_win,road,90,1459.59792,0.5022,1
S16091_2016_win,road,150,1460.447363,0.3284,2
S16091_2016_win,road,210,1462.485714,0.1185,3
S16091_2016_win,road,270,1465.219301,0.0302,4
S16091_2016_win,road,30,1466.824545,0.0135,5
S16091_2016_sum,road,90,1417.853777,0.1948,1
S16091_2016_sum,road,150,1417.91571,0.1889,2
S16091_2016_sum,road,270,1418.158709,0.1673,3
S16091_2016_sum,road,210,1418.183609,0.1652,4
S16091_2016_sum,road,330,1418.533825,0.1387,5
S16092_2016_sum,road,30,1131.775301,0.6823,1
S16092_2016_sum,road,90,1134.144865,0.2087,2
S16092_2016_sum,road,150,1136.370064,0.0686,3
S16092_2016_sum,road,210,1138.193674,0.0276,4
S16092_2016_sum,road,270,1140.289907,0.0097,5
S16093_2016_sum,road,90,1430.896567,0.5139,1
S16093_2016_sum,road,30,1431.543165,0.3719,2
S16093_2016_sum,road,150,1434.310168,0.0932,3
S16093_2016_sum,road,210,1437.844838,0.0159,4
S16093_2016_sum,road,270,1440.787715,0.0037,5
S16100_2016_sum,road,30,1384.800912,0.2145,1
S16100_2016_sum,road,90,1384.949113,0.1992,2
S16100_2016_sum,road,150,1385.440201,0.1558,3
S16100_2016_sum,road,210,1386.166478,0.1084,4
S16100_2016_sum,road,270,1386.763698,0.0804,5
S16102_2016_win,road,30,1207.266301,0.7395,1
S16102_2016_win,road,90,1210.077883,0.1813,2
S16102_2016_win,road,150,1212.362254,0.0579,3
S16102_2016_win,road,210,1214.912231,0.0162,4
S16102_2016_win,road,270,1217.658458,0.0041,5
S16102_2016_sum,road,2310,1142.376907,0.4301,1
S16102_2016_sum,road,2250,1142.838053,0.3416,2
S16102_2016_sum,road,2370,1144.475126,0.1507,3
S16102_2016_sum,road,2190,1146.363437,0.0586,4
S16102_2016_sum,road,2430,1148.862413,0.0168,5
S16102_2017_win,road,1110,1040.631911,0.1071,1
S16102_2017_win,road,1170,1040.71003,0.103,2
S16102_2017_win,road,1050,1040.82234,0.0974,3
S16102_2017_win,road,1230,1041.169849,0.0818,4
S16102_2017_win,road,990,1041.201176,0.0806,5
S16106_2016_sum,road,1290,1003.740549,0.1564,1
S16106_2016_sum,road,1230,1003.834491,0.1492,2
S16106_2016_sum,road,1170,1004.48235,0.1079,3
S16106_2016_sum,road,1350,1004.504958,0.1067,4
S16106_2016_sum,road,1110,1005.35903,0.0696,5
S16115_2016_sum,road,2790,1193.285596,0.115,1
S16115_2016_sum,road,2730,1193.320748,0.113,2
S16115_2016_sum,road,2850,1193.438756,0.1065,3
S16115_2016_sum,road,2670,1193.521087,0.1022,4
S16115_2016_sum,road,2910,1193.802092,0.0888,5
S16117_2016_sum,road,2730,1177.176875,0.0717,1
S16117_2016_sum,road,2670,1177.209127,0.0706,2
S16117_2016_sum,road,2790,1177.223298,0.0701,3
S16117_2016_sum,road,2610,1177.319031,0.0668,4
S16117_2016_sum,road,2850,1177.351547,0.0657,5
S16121_2016_sum,road,1110,924.1681005,0.1843,1
S16121_2016_sum,road,1170,924.3656223,0.167,2
S16121_2016_sum,road,1050,924.4422398,0.1607,3
S16121_2016_sum,road,990,925.0775389,0.117,4
S16121_2016_sum,road,1230,925.2504387,0.1073,5
S16138_2016_sum,road,2490,837.0954291,0.1263,1
S16138_2016_sum,road,2430,837.1364742,0.1237,2
S16138_2016_sum,road,2550,837.2561247,0.1165,3
S16138_2016_sum,road,2370,837.3593854,0.1107,4
S16138_2016_sum,road,2610,837.646921,0.0959,5
S16138_2017_win,road,3870,1220.425644,0.0675,1
S16138_2017_win,road,3810,1220.451433,0.0666,2
S16138_2017_win,road,3750,1220.501971,0.0649,3
S16138_2017_win,road,3690,1220.578705,0.0625,4
S16138_2017_win,road,3630,1220.680945,0.0594,5
S16139_2016_sum,road,3150,1199.710194,0.0351,1
S16139_2016_sum,road,3210,1199.723812,0.0349,2
