ID,model,scale,AIC,AICw,rank
S18144_2018_win,forest,1530,1524.184218,0.1173,3
S18144_2018_win,forest,1710,1524.212297,0.1156,4
S18144_2018_win,forest,990,1525.079957,0.0749,5
S18144_2018_sum,forest,210,1467.647581,0.3695,1
S18144_2018_sum,forest,150,1468.327219,0.2631,2
S18144_2018_sum,forest,270,1469.1522,0.1741,3
S18144_2018_sum,forest,90,1470.10985,0.1079,4
S18144_2018_sum,forest,330,1471.055024,0.0673,5
S18148_2018_win,forest,90,722.6771414,0.8642,1
S18148_2018_win,forest,30,726.3808937,0.1356,2
S18148_2018_win,forest,150,740.2084272,1.00E-04,3
S18148_2018_win,forest,1410,755.4379795,0,4
S18148_2018_win,forest,1470,759.507324,0,5
S18151_2018_win,forest,1950,1441.185639,0.5013,1
S18151_2018_win,forest,1890,1441.496685,0.4291,2
S18151_2018_win,forest,1830,1445.312403,0.0637,3
S18151_2018_win,forest,2010,1450.544719,0.0047,4
S18151_2018_win,forest,1770,1453.009349,0.0014,5
S18151_2018_sum,forest,1770,1523.142938,0.2495,1
S18151_2018_sum,forest,1710,1523.683183,0.1904,2
S18151_2018_sum,forest,1830,1523.945502,0.167,3
S18151_2018_sum,forest,90,1525.216883,0.0884,4
S18151_2018_sum,forest,1890,1525.236839,0.0876,5
S18158_2018_win,forest,750,1111.362532,0.2333,1
S18158_2018_win,forest,690,1111.402815,0.2287,2
S18158_2018_win,forest,810,1111.895217,0.1788,3
S18158_2018_win,forest,630,1112.903606,0.108,4
S18158_2018_win,forest,870,1112.945272,0.1058,5
S18158_2018_sum,forest,510,1133.632981,0.304,1
S18158_2018_sum,forest,570,1133.887915,0.2676,2
S18158_2018_sum,forest,450,1135.720483,0.107,3
S18158_2018_sum,forest,630,1136.463309,0.0738,4
S18158_2018_sum,forest,3330,1137.461272,0.0448,5
S18163_2018_win,forest,750,1157.003305,0.5888,1
S18163_2018_win,forest,810,1159.171492,0.1991,2
S18163_2018_win,forest,690,1159.87274,0.1402,3
S18163_2018_win,forest,630,1161.625811,0.0584,4
S18163_2018_win,forest,570,1164.629595,0.013,5
S18163_2018_sum,forest,1470,1163.207595,0.1581,1
S18163_2018_sum,forest,1530,1163.217756,0.1573,2
S18163_2018_sum,forest,1410,1163.450911,0.14,3
S18163_2018_sum,forest,1590,1163.658676,0.1262,4
S18163_2018_sum,forest,1350,1164.08978,0.1017,5
S18165_2018_sum,forest,3690,1080.195697,0.2204,1
S18165_2018_sum,forest,3750,1080.420285,0.197,2
S18165_2018_sum,forest,3570,1081.197849,0.1335,3
S18165_2018_sum,forest,3630,1081.455127,0.1174,4
S18165_2018_sum,forest,3510,1081.853675,0.0962,5
S18184_2018_win,forest,390,438.9284871,0.1291,1
S18184_2018_win,forest,450,439.1798987,0.1138,2
S18184_2018_win,forest,330,439.5069127,0.0967,3
S18184_2018_win,forest,510,439.5069729,0.0967,4
S18184_2018_win,forest,570,439.7750766,0.0845,5
S18184_2018_sum,forest,390,419.7778278,0.3262,1
S18184_2018_sum,forest,330,420.0141054,0.2898,2
S18184_2018_sum,forest,450,421.3073979,0.1518,3
S18184_2018_sum,forest,150,422.5842405,0.0802,4
S18184_2018_sum,forest,270,422.6982964,0.0757,5
S18185_2018_win,forest,3570,1223.767172,0.3222,1
S18185_2018_win,forest,3630,1224.038137,0.2814,2
S18185_2018_win,forest,3690,1225.096636,0.1657,3
S18185_2018_win,forest,3510,1225.524797,0.1338,4
S18185_2018_win,forest,3750,1227.875994,0.0413,5
S18185_2018_sum,forest,1170,1420.117134,0.3933,1
S18185_2018_sum,forest,1110,1420.761948,0.2849,2
S18185_2018_sum,forest,1230,1421.876888,0.1632,3
S18185_2018_sum,forest,1050,1423.392492,0.0765,4
S18185_2018_sum,forest,1290,1424.024104,0.0558,5
S18187_2018_sum,forest,2070,1519.325407,0.2792,1
S18187_2018_sum,forest,2130,1519.899789,0.2095,2
S18187_2018_sum,forest,2010,1520.557667,0.1508,3
S18187_2018_sum,forest,3750,1521.783102,0.0817,4
S18187_2018_sum,forest,1950,1522.399846,0.06,5
S18192_2018_sum,forest,1890,1503.975358,0.4838,1
S18192_2018_sum,forest,1950,1504.186095,0.4354,2
S18192_2018_sum,forest,2010,1508.654278,0.0466,3
S18192_2018_sum,forest,1830,1509.300533,0.0338,4
S18192_2018_sum,forest,2070,1518.510035,3.00E-04,5
S18200_2018_sum,forest,90,1459.337939,0.816,1
S18200_2018_sum,forest,150,1462.660129,0.155,2
S18200_2018_sum,forest,450,1467.995881,0.0108,3
S18200_2018_sum,forest,510,1468.231719,0.0096,4
S18200_2018_sum,forest,570,1470.979045,0.0024,5
SCF1602_2016_sum,forest,1590,568.286962,0.3072,1
SCF1602_2016_sum,forest,1530,568.8040186,0.2372,2
SCF1602_2016_sum,forest,1650,569.019496,0.213,3
SCF1602_2016_sum,forest,1470,570.5171532,0.1007,4
SCF1602_2016_sum,forest,1710,570.9186739,0.0824,5
SCF1604_2016_sum,forest,90,1565.967163,0.2673,1
SCF1604_2016_sum,forest,210,1566.101195,0.2499,2
SCF1604_2016_sum,forest,150,1566.331293,0.2228,3
SCF1604_2016_sum,forest,270,1568.036115,0.095,4
SCF1604_2016_sum,forest,330,1571.024666,0.0213,5
SCF1604_2017_win,forest,1410,920.9431187,0.0794,1
SCF1604_2017_win,forest,1470,921.0385165,0.0757,2
SCF1604_2017_win,forest,30,921.0759173,0.0743,3
SCF1604_2017_win,forest,1530,921.2869624,0.0669,4
SCF1604_2017_win,forest,2310,921.505777,0.06,5
SCF1604_2017_sum,forest,1530,1507.020735,0.2891,1
SCF1604_2017_sum,forest,1590,1507.626654,0.2136,2
SCF1604_2017_sum,forest,1470,1507.728846,0.2029,3
SCF1604_2017_sum,forest,1650,1509.312687,0.0919,4
SCF1604_2017_sum,forest,1410,1509.352631,0.0901,5
SCF1605_2016_sum,forest,1170,1203.496257,0.2031,1
SCF1605_2016_sum,forest,1110,1203.517452,0.201,2
SCF1605_2016_sum,forest,1230,1203.99722,0.1581,3
SCF1605_2016_sum,forest,1290,1204.400308,0.1293,4
SCF1605_2016_sum,forest,1050,1204.678912,0.1124,5
SCF1605_2017_win,forest,3210,1569.747846,0.2455,1
SCF1605_2017_win,forest,3270,1570.384344,0.1786,2
SCF1605_2017_win,forest,3150,1570.510563,0.1677,3
SCF1605_2017_win,forest,3090,1572.041029,0.078,4
SCF1605_2017_win,forest,3330,1572.104589,0.0756,5
SCF1605_2017_sum,forest,3870,1272.437076,1,1
SCF1605_2017_sum,forest,3810,1304.582441,0,2
SCF1605_2017_sum,forest,3750,1337.711521,0,3
SCF1605_2017_sum,forest,630,1356.248425,0,4
SCF1605_2017_sum,forest,570,1356.956707,0,5
SCF1605_2018_win,forest,210,1506.301481,0.5232,1
SCF1605_2018_win,forest,150,1509.801319,0.0909,2
SCF1605_2018_win,forest,1830,1510.31509,0.0703,3
SCF1605_2018_win,forest,1770,1510.405719,0.0672,4
SCF1605_2018_win,forest,1890,1511.350894,0.0419,5
SCF1607_2016_sum,forest,690,1543.90803,0.2939,1
SCF1607_2016_sum,forest,750,1544.148941,0.2606,2
SCF1607_2016_sum,forest,630,1544.859935,0.1826,3
SCF1607_2016_sum,forest,810,1545.124915,0.16,4
SCF1607_2016_sum,forest,570,1547.688285,0.0444,5
SCF1607_2017_win,forest,690,1572.707554,0.435,1
SCF1607_2017_win,forest,630,1574.262773,0.1999,2
SCF1607_2017_win,forest,750,1575.466846,0.1095,3
SCF1607_2017_win,forest,570,1576.076424,0.0807,4
SCF1607_2017_win,forest,510,1576.79818,0.0563,5
SCF1607_2017_sum,forest,3750,1474.844667,0.6013,1
SCF1607_2017_sum,forest,3810,1476.075793,0.3249,2
SCF1607_2017_sum,forest,3690,1479.472139,0.0595,3
SCF1607_2017_sum,forest,3870,1482.312811,0.0144,4
SCF1607_2017_sum,forest,3630,1496.898067,0,5
SCF1607_2018_win,forest,210,1515.48529,0.4276,1
SCF1607_2018_win,forest,270,1515.764258,0.3719,2
SCF1607_2018_win,forest,330,1518.620951,0.0892,3
SCF1607_2018_win,forest,150,1518.798351,0.0816,4
SCF1607_2018_win,forest,390,1521.28688,0.0235,5
SCF1608_2016_sum,forest,1170,1520.391242,0.6028,1
SCF1608_2016_sum,forest,1230,1521.609049,0.3279,2
SCF1608_2016_sum,forest,1110,1526.027265,0.036,3
SCF1608_2016_sum,forest,1290,1526.364164,0.0304,4
SCF1608_2016_sum,forest,1350,1531.407613,0.0024,5
SCF1608_2017_win,forest,810,1035.313562,0.1311,1
SCF1608_2017_win,forest,750,1035.792528,0.1032,2
SCF1608_2017_win,forest,870,1035.820801,0.1017,3
SCF1608_2017_win,forest,690,1036.046433,0.0909,4
SCF1608_2017_win,forest,630,1036.708545,0.0653,5
SCF1608_2017_sum,forest,1110,1460.396039,0.5481,1
SCF1608_2017_sum,forest,1050,1461.108142,0.3839,2
SCF1608_2017_sum,forest,1170,1465.885484,0.0352,3
SCF1608_2017_sum,forest,990,1466.068134,0.0322,4
SCF1608_2017_sum,forest,1230,1475.497394,3.00E-04,5
SCF1608_2018_win,forest,1950,1560.136327,0.1731,1
SCF1608_2018_win,forest,1890,1560.315651,0.1583,2
SCF1608_2018_win,forest,1830,1560.910516,0.1176,3
SCF1608_2018_win,forest,1770,1560.987739,0.1131,4
SCF1608_2018_win,forest,1710,1561.058983,0.1091,5
SCF1611_2016_sum,forest,1890,1564.204158,0.1639,1
SCF1611_2016_sum,forest,1710,1564.227675,0.1619,2
SCF1611_2016_sum,forest,1770,1564.270846,0.1585,3
SCF1611_2016_sum,forest,1830,1564.473091,0.1432,4
SCF1611_2016_sum,forest,1950,1564.692912,0.1283,5
SCF1611_2017_win,forest,1230,1466.056356,0.3974,1
SCF1611_2017_win,forest,1170,1466.749423,0.281,2
SCF1611_2017_win,forest,1290,1467.207626,0.2235,3
SCF1611_2017_win,forest,1110,1469.658058,0.0656,4
SCF1611_2017_win,forest,1350,1473.113234,0.0117,5
SCF1611_2017_sum,forest,930,1533.095688,0.8702,1
SCF1611_2017_sum,forest,870,1537.190962,0.1123,2
SCF1611_2017_sum,forest,990,1540.929118,0.0173,3
SCF1611_2017_sum,forest,810,1550.276961,2.00E-04,4
SCF1611_2017_sum,forest,1050,1557.204139,0,5
SCF1611_2018_win,forest,1710,1364.011613,0.2721,1
SCF1611_2018_win,forest,1650,1364.059817,0.2656,2
SCF1611_2018_win,forest,1770,1364.669275,0.1959,3
SCF1611_2018_win,forest,1590,1365.915726,0.105,4
SCF1611_2018_win,forest,1830,1366.593201,0.0748,5
SCF1613_2016_sum,forest,870,1369.89266,0.2349,1
SCF1613_2016_sum,forest,930,1369.894977,0.2346,2
SCF1613_2016_sum,forest,990,1370.383983,0.1837,3
SCF1613_2016_sum,forest,1050,1371.253376,0.1189,4
SCF1613_2016_sum,forest,810,1372.446922,0.0655,5
SCF1613_2017_win,forest,2970,1578.558226,0.2667,1
SCF1613_2017_win,forest,2910,1578.928708,0.2216,2
SCF1613_2017_win,forest,3030,1579.250663,0.1887,3
SCF1613_2017_win,forest,2850,1579.733389,0.1482,4
SCF1613_2017_win,forest,3090,1581.073637,0.0758,5
SCF1613_2017_sum,forest,270,1550.167118,0.3191,1
SCF1613_2017_sum,forest,330,1551.740008,0.1453,2
SCF1613_2017_sum,forest,390,1551.961677,0.1301,3
SCF1613_2017_sum,forest,450,1551.983178,0.1287,4
SCF1613_2017_sum,forest,510,1553.047054,0.0756,5
SCF1613_2018_win,forest,810,1269.187552,0.2907,1
SCF1613_2018_win,forest,750,1269.692077,0.2259,2
SCF1613_2018_win,forest,870,1269.955966,0.198,3
SCF1613_2018_win,forest,690,1271.096051,0.1119,4
SCF1613_2018_win,forest,930,1271.194032,0.1066,5
SCF1614_2016_sum,forest,1830,1502.365746,0.366,1
SCF1614_2016_sum,forest,1770,1502.523343,0.3383,2
SCF1614_2016_sum,forest,1890,1504.213788,0.1453,3
SCF1614_2016_sum,forest,1710,1505.255285,0.0863,4
SCF1614_2016_sum,forest,1950,1506.779774,0.0403,5
SCF1614_2017_win,forest,2730,1434.935331,0.1682,1
SCF1614_2017_win,forest,2790,1435.315629,0.1391,2
SCF1614_2017_win,forest,2850,1435.819392,0.1081,3
SCF1614_2017_win,forest,2670,1435.915434,0.1031,4
SCF1614_2017_win,forest,2970,1436.371419,0.082,5
SCF1614_2017_sum,forest,1170,1492.863007,0.4626,1
SCF1614_2017_sum,forest,1230,1493.170832,0.3966,2
SCF1614_2017_sum,forest,1290,1496.637023,0.0701,3
SCF1614_2017_sum,forest,1110,1496.768569,0.0656,4
SCF1614_2017_sum,forest,1350,1502.62074,0.0035,5
SCF1614_2018_win,forest,990,1530.823494,0.3072,1
SCF1614_2018_win,forest,1050,1531.213285,0.2528,2
SCF1614_2018_win,forest,930,1531.646807,0.2035,3
SCF1614_2018_win,forest,1110,1532.603562,0.1262,4
SCF1614_2018_win,forest,870,1533.328424,0.0878,5
SCF1615_2016_sum,forest,1110,1439.645386,0.519,1
SCF1615_2016_sum,forest,1050,1440.042512,0.4256,2
SCF1615_2016_sum,forest,990,1444.94229,0.0367,3
SCF1615_2016_sum,forest,1170,1446.363313,0.018,4
SCF1615_2016_sum,forest,1230,1454.340025,3.00E-04,5
SCF1615_2017_win,forest,1590,1527.762093,0.4314,1
SCF1615_2017_win,forest,1530,1528.716511,0.2677,2
SCF1615_2017_win,forest,1650,1529.261894,0.2038,3
SCF1615_2017_win,forest,1710,1532.309158,0.0444,4
SCF1615_2017_win,forest,1470,1532.530987,0.0397,5
SCF1615_2017_sum,forest,510,1591.478356,0.0759,1
SCF1615_2017_sum,forest,3750,1591.776969,0.0653,2
SCF1615_2017_sum,forest,3690,1591.854398,0.0629,3
SCF1615_2017_sum,forest,450,1591.884202,0.0619,4
SCF1615_2017_sum,forest,90,1592.078949,0.0562,5
SCF1615_2018_win,forest,210,1467.64545,0.3838,1
SCF1615_2018_win,forest,270,1468.030655,0.3165,2
SCF1615_2018_win,forest,330,1470.233583,0.1052,3
SCF1615_2018_win,forest,3870,1471.446622,0.0574,4
SCF1615_2018_win,forest,390,1472.679424,0.031,5
SCF1617_2016_sum,forest,2910,1498.369225,0.0584,1
SCF1617_2016_sum,forest,2970,1498.449907,0.0561,2
SCF1617_2016_sum,forest,2850,1498.51357,0.0544,3
SCF1617_2016_sum,forest,3030,1498.613104,0.0517,4
SCF1617_2016_sum,forest,2790,1498.809873,0.0469,5
SCF1617_2017_win,forest,750,1554.382521,0.1136,1
SCF1617_2017_win,forest,690,1554.607977,0.1015,2
SCF1617_2017_win,forest,810,1554.69117,0.0973,3
SCF1617_2017_win,forest,630,1554.943216,0.0858,4
SCF1617_2017_win,forest,870,1555.252446,0.0735,5
SCF1618_2016_sum,forest,570,1557.872279,0.5767,1
SCF1618_2016_sum,forest,510,1558.79222,0.3641,2
SCF1618_2016_sum,forest,630,1563.245496,0.0393,3
SCF1618_2016_sum,forest,450,1565.065412,0.0158,4
SCF1618_2016_sum,forest,690,1568.65593,0.0026,5
SCF1618_2017_win,forest,2250,1488.662593,0.4296,1
SCF1618_2017_win,forest,2190,1488.682408,0.4254,2
SCF1618_2017_win,forest,2310,1491.755146,0.0915,3
SCF1618_2017_win,forest,2130,1493.089164,0.047,4
SCF1618_2017_win,forest,2370,1497.268145,0.0058,5
SCF1618_2017_sum,forest,2250,1191.894423,0.3616,1
SCF1618_2017_sum,forest,2310,1192.654455,0.2473,2
SCF1618_2017_sum,forest,2190,1192.686286,0.2434,3
SCF1618_2017_sum,forest,2370,1193.942363,0.1299,4
SCF1618_2017_sum,forest,2130,1198.639263,0.0124,5
SCF1618_2018_win,forest,2490,1274.609939,0.4355,1
SCF1618_2018_win,forest,2550,1275.65929,0.2577,2
SCF1618_2018_win,forest,2430,1276.08921,0.2079,3
SCF1618_2018_win,forest,2370,1278.644855,0.0579,4
SCF1618_2018_win,forest,2610,1280.429124,0.0237,5
SCF1619_2016_sum,forest,1590,1537.436402,0.1531,1
SCF1619_2016_sum,forest,1530,1537.722095,0.1327,2
SCF1619_2016_sum,forest,1650,1537.996151,0.1157,3
SCF1619_2016_sum,forest,1470,1538.820674,0.0766,4
SCF1619_2016_sum,forest,1710,1539.288701,0.0606,5
SCF1619_2017_win,forest,1530,1420.487191,0.3888,1
SCF1619_2017_win,forest,1470,1420.522966,0.3819,2
SCF1619_2017_win,forest,1590,1422.321901,0.1554,3
SCF1619_2017_win,forest,2370,1425.958924,0.0252,4
SCF1619_2017_win,forest,2430,1426.690457,0.0175,5
SCF1619_2017_sum,forest,2670,579.5196792,0.2673,1
SCF1619_2017_sum,forest,2610,579.9567734,0.2148,2
SCF1619_2017_sum,forest,2730,580.0839911,0.2016,3
SCF1619_2017_sum,forest,2550,581.0868145,0.1221,4
SCF1619_2017_sum,forest,2490,582.26601,0.0677,5
SCF1619_2018_win,forest,930,1512.449288,0.3239,1
SCF1619_2018_win,forest,990,1513.043849,0.2406,2
SCF1619_2018_win,forest,870,1513.56822,0.1851,3
SCF1619_2018_win,forest,810,1514.707356,0.1047,4
SCF1619_2018_win,forest,1050,1514.85725,0.0972,5
SCF1620_2016_sum,forest,450,1330.933003,0.2365,1
SCF1620_2016_sum,forest,510,1331.07073,0.2208,2
SCF1620_2016_sum,forest,390,1331.577999,0.1713,3
SCF1620_2016_sum,forest,570,1332.175632,0.1271,4
SCF1620_2016_sum,forest,630,1333.009542,0.0837,5
SCF1621_2017_win,forest,930,1004.027513,0.4734,1
SCF1621_2017_win,forest,990,1004.030335,0.4727,2
SCF1621_2017_win,forest,1050,1009.033621,0.0387,3
SCF1621_2017_win,forest,870,1011.054219,0.0141,4
SCF1621_2017_win,forest,1110,1017.218926,6.00E-04,5
SCF1621_2017_sum,forest,690,1321.933381,0.113,1
SCF1621_2017_sum,forest,630,1322.146888,0.1015,2
SCF1621_2017_sum,forest,750,1322.572945,0.0821,3
SCF1621_2017_sum,forest,30,1322.756275,0.0749,4
SCF1621_2017_sum,forest,570,1322.908414,0.0694,5
SCF1623_2017_win,forest,30,1214.16834,0.2128,1
SCF1623_2017_win,forest,330,1214.54795,0.176,2
SCF1623_2017_win,forest,390,1214.921248,0.146,3
SCF1623_2017_win,forest,270,1215.000438,0.1404,4
SCF1623_2017_win,forest,90,1216.304943,0.0731,5
SCF1623_2017_sum,forest,2250,915.2983794,0.2497,1
SCF1623_2017_sum,forest,2310,916.0007681,0.1758,2
SCF1623_2017_sum,forest,2190,916.139353,0.164,3
SCF1623_2017_sum,forest,2370,917.071161,0.1029,4
SCF1623_2017_sum,forest,2130,917.1429563,0.0993,5
SCF1623_2018_win,forest,3030,1155.821393,0.1704,1
SCF1623_2018_win,forest,3090,1155.848933,0.168,2
SCF1623_2018_win,forest,2970,1155.904766,0.1634,3
SCF1623_2018_win,forest,2910,1156.158985,0.1439,4
SCF1623_2018_win,forest,3150,1156.990321,0.095,5
SCF1626_2017_win,forest,210,1212.174226,0.7114,1
SCF1626_2017_win,forest,150,1214.56608,0.2151,2
SCF1626_2017_win,forest,1110,1217.940219,0.0398,3
SCF1626_2017_win,forest,1170,1219.604147,0.0173,4
SCF1626_2017_win,forest,270,1220.482339,0.0112,5
SCF1626_2017_sum,forest,90,1445.947833,0.0724,1
SCF1626_2017_sum,forest,150,1446.899733,0.045,2
SCF1626_2017_sum,forest,1770,1447.533705,0.0327,3
SCF1626_2017_sum,forest,30,1447.599202,0.0317,4
SCF1626_2017_sum,forest,1830,1447.607871,0.0316,5
SCF1626_2018_win,forest,2490,1423.416963,0.9237,1
SCF1626_2018_win,forest,2430,1428.415103,0.0759,2
SCF1626_2018_win,forest,3210,1440.317094,2.00E-04,3
SCF1626_2018_win,forest,2550,1441.12229,1.00E-04,4
SCF1626_2018_win,forest,3270,1442.939124,1.00E-04,5
SCF1627_2017_win,forest,150,1173.186731,0.4002,1
SCF1627_2017_win,forest,3270,1173.694237,0.3105,2
SCF1627_2017_win,forest,3210,1176.233834,0.0872,3
SCF1627_2017_win,forest,210,1176.68145,0.0697,4
SCF1627_2017_win,forest,2490,1177.701749,0.0419,5
SCF1627_2017_sum,forest,1470,1453.704422,0.1536,1
SCF1627_2017_sum,forest,1530,1454.275329,0.1155,2
SCF1627_2017_sum,forest,1410,1454.351793,0.1112,3
SCF1627_2017_sum,forest,870,1455.245575,0.0711,4
SCF1627_2017_sum,forest,810,1455.369472,0.0668,5
SCF1628_2017_win,forest,1950,1074.641115,0.2701,1
SCF1628_2017_win,forest,2190,1075.62763,0.1649,2
SCF1628_2017_win,forest,1890,1076.222177,0.1225,3
SCF1628_2017_win,forest,2130,1076.290447,0.1184,4
SCF1628_2017_win,forest,2010,1076.295636,0.1181,5
SCF1628_2017_sum,forest,330,717.961072,0.3776,1
SCF1628_2017_sum,forest,390,718.525659,0.2847,2
SCF1628_2017_sum,forest,450,719.1261218,0.2109,3
SCF1628_2017_sum,forest,510,720.64915,0.0985,4
SCF1628_2017_sum,forest,570,723.5572886,0.023,5
SCF1628_2018_win,forest,1650,1274.058636,0.2852,1
SCF1628_2018_win,forest,1710,1274.177422,0.2687,2
SCF1628_2018_win,forest,1590,1275.31158,0.1524,3
SCF1628_2018_win,forest,1770,1275.491083,0.1393,4
SCF1628_2018_win,forest,1530,1277.294318,0.0566,5
N15001_2015_win,road,330,686.1480813,0.0931,1
N15001_2015_win,road,390,686.274257,0.0874,2
N15001_2015_win,road,270,686.2747956,0.0874,3
N15001_2015_win,road,450,686.4657589,0.0794,4
N15001_2015_win,road,210,686.6713924,0.0717,5
N15001_2015_sum,road,2130,742.1481944,0.1866,1
N15001_2015_sum,road,2190,742.4461483,0.1608,2
N15001_2015_sum,road,2070,742.4882297,0.1574,3
N15001_2015_sum,road,2250,743.2964295,0.1051,4
N15001_2015_sum,road,2010,743.3490687,0.1024,5
N15002_2015_win,road,2370,771.0482068,0.1594,1
N15002_2015_win,road,2310,771.1655494,0.1504,2
N15002_2015_win,road,2430,771.2599461,0.1434,3
N15002_2015_win,road,2250,771.5694874,0.1229,4
N15002_2015_win,road,2490,771.6973864,0.1152,5
N15002_2015_sum,road,90,533.9490203,0.4687,1
N15002_2015_sum,road,150,534.7524765,0.3136,2
N15002_2015_sum,road,210,536.4635877,0.1333,3
N15002_2015_sum,road,270,538.2559731,0.0544,4
N15002_2015_sum,road,330,540.3367795,0.0192,5
N15003_2015_win,road,90,804.5408978,0.1262,1
N15003_2015_win,road,150,804.6701115,0.1183,2
N15003_2015_win,road,30,804.6722494,0.1182,3
N15003_2015_win,road,210,804.8077921,0.1104,4
N15003_2015_win,road,270,804.975049,0.1016,5
N15003_2015_sum,road,330,704.3800991,0.2467,1
N15003_2015_sum,road,270,704.5307389,0.2288,2
N15003_2015_sum,road,390,705.0390141,0.1775,3
N15003_2015_sum,road,210,705.4739845,0.1428,4
N15003_2015_sum,road,450,706.4836088,0.0862,5
N15003_2016_win,road,30,403.1016616,0.3488,1
N15003_2016_win,road,3870,405.9495464,0.084,2
N15003_2016_win,road,90,406.0988217,0.0779,3
N15003_2016_win,road,150,407.3081786,0.0426,4
N15003_2016_win,road,3810,407.8590402,0.0323,5
N15003_2016_sum,road,1590,510.1028233,0.0381,1
N15003_2016_sum,road,1530,510.1816718,0.0366,2
N15003_2016_sum,road,1650,510.2950894,0.0346,3
N15003_2016_sum,road,3210,510.4189922,0.0325,4
N15003_2016_sum,road,1470,510.5217197,0.0309,5
N15004_2015_win,road,570,757.7740878,0.0589,1
N15004_2015_win,road,510,757.7866036,0.0585,2
N15004_2015_win,road,630,757.8081366,0.0579,3
N15004_2015_win,road,450,757.8431641,0.0569,4
N15004_2015_win,road,690,757.9030448,0.0552,5
N15004_2015_sum,road,3870,490.3066646,0.7574,1
N15004_2015_sum,road,3810,493.0097504,0.196,2
N15004_2015_sum,road,3750,496.2350206,0.0391,3
N15004_2015_sum,road,3690,499.9473975,0.0061,4
N15004_2015_sum,road,3630,504.1400451,8.00E-04,5
N15005_2015_win,road,1230,431.9824084,0.2237,1
N15005_2015_win,road,1290,432.1934935,0.2013,2
N15005_2015_win,road,1170,432.5219723,0.1708,3
N15005_2015_win,road,1350,433.0551818,0.1308,4
N15005_2015_win,road,1110,433.6636679,0.0965,5
N15006_2015_sum,road,150,397.3864839,0.1322,1
N15006_2015_sum,road,90,398.2266471,0.0868,2
N15006_2015_sum,road,210,398.2328071,0.0866,3
N15006_2015_sum,road,270,399.6321858,0.043,4
N15006_2015_sum,road,2370,400.0891222,0.0342,5
N15008_2015_win,road,390,459.0754788,0.1141,1
N15008_2015_win,road,330,459.1534109,0.1098,2
N15008_2015_win,road,450,459.1943071,0.1076,3
N15008_2015_win,road,270,459.2940657,0.1023,4
N15008_2015_win,road,510,459.501979,0.0922,5
N15008_2015_sum,road,2670,510.4437049,0.1829,1
N15008_2015_sum,road,2610,510.5428028,0.174,2
N15008_2015_sum,road,2730,510.8180796,0.1516,3
N15008_2015_sum,road,2550,511.1441597,0.1288,4
N15008_2015_sum,road,2790,511.6030946,0.1024,5
N15008_2016_win,road,1710,626.3712104,0.0524,1
N15008_2016_win,road,1770,626.4023332,0.0516,2
N15008_2016_win,road,1650,626.5209062,0.0487,3
N15008_2016_win,road,1830,626.5377085,0.0483,4
N15008_2016_win,road,1890,626.7469814,0.0435,5
N15008_2016_sum,road,1650,465.1612767,0.2759,1
N15008_2016_sum,road,1710,465.1761266,0.2738,2
N15008_2016_sum,road,1590,466.3341533,0.1535,3
N15008_2016_sum,road,1770,466.4759875,0.143,4
N15008_2016_sum,road,1530,468.2533015,0.0588,5
N15009_2015_win,road,3570,480.7588459,0.1204,1
N15009_2015_win,road,3630,481.0108747,0.1062,2
N15009_2015_win,road,3510,481.022743,0.1055,3
N15009_2015_win,road,3450,481.731245,0.0741,4
N15009_2015_win,road,3690,481.7776961,0.0724,5
N15009_2015_sum,road,210,453.8574861,0.1472,1
N15009_2015_sum,road,150,453.9247664,0.1424,2
N15009_2015_sum,road,270,454.0696872,0.1324,3
N15009_2015_sum,road,30,454.130885,0.1284,4
N15009_2015_sum,road,330,454.4573174,0.1091,5
N15009_2016_win,road,210,428.5739026,0.1483,1
N15009_2016_win,road,150,428.7315322,0.1371,2
N15009_2016_win,road,270,428.7883519,0.1332,3
N15009_2016_win,road,30,429.3371757,0.1013,4
N15009_2016_win,road,330,429.395743,0.0983,5
N15009_2016_sum,road,510,467.0748287,0.095,1
N15009_2016_sum,road,450,467.0883184,0.0943,2
N15009_2016_sum,road,390,467.145391,0.0917,3
N15009_2016_sum,road,570,467.2180715,0.0884,4
N15009_2016_sum,road,330,467.2570212,0.0867,5
N15011_2015_sum,road,1710,327.7400548,0.3125,1
N15011_2015_sum,road,1770,328.3299755,0.2326,2
N15011_2015_sum,road,1650,329.4981606,0.1297,3
N15011_2015_sum,road,1830,329.5461002,0.1267,4
N15011_2015_sum,road,1890,330.8745896,0.0652,5
N15013_2015_sum,road,2310,327.7323277,0.1733,1
N15013_2015_sum,road,2370,327.8010864,0.1675,2
N15013_2015_sum,road,2250,328.1236048,0.1425,3
N15013_2015_sum,road,2430,328.2698685,0.1325,4
N15013_2015_sum,road,2190,329.029545,0.0906,5
N15014_2015_sum,road,330,1121.449185,0.1339,1
N15014_2015_sum,road,390,1121.475687,0.1321,2
N15014_2015_sum,road,450,1122.143667,0.0946,3
N15014_2015_sum,road,270,1122.434473,0.0818,4
N15014_2015_sum,road,510,1122.863537,0.066,5
N15017_2015_sum,road,2310,1167.271933,0.295,1
N15017_2015_sum,road,2370,1167.638154,0.2456,2
N15017_2015_sum,road,2250,1167.98575,0.2064,3
N15017_2015_sum,road,2430,1169.172934,0.114,4
N15017_2015_sum,road,2190,1169.895395,0.0795,5
N15018_2015_sum,road,30,1269.194479,0.067,1
